recording,participant,analysis,group,gender,language,story,direction,mark,trial,repetition,onset,offset,aoi,hits,age,clip_sec,secs,percent
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,MidChestCenter,4,0.4,8.4,0.03333333333333333,0.003968253968253968
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,RightChestCenter,0,0.4,8.4,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,LeftChestTop,74,0.4,8.4,0.6166666666666667,0.07341269841269842
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,MidChestTop,241,0.4,8.4,2.0083333333333333,0.23908730158730157
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,RightChestTop,2,0.4,8.4,0.016666666666666666,0.001984126984126984
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,RightFaceBottom,0,0.4,8.4,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,MidFaceBottom,114,0.4,8.4,0.95,0.11309523809523808
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,LeftFaceBottom,5,0.4,8.4,0.041666666666666664,0.00496031746031746
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,LeftFaceCenter,20,0.4,8.4,0.16666666666666666,0.01984126984126984
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,MidFaceCenter,15,0.4,8.4,0.125,0.01488095238095238
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,RightFaceCenter,0,0.4,8.4,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,LeftFaceTop,5,0.4,8.4,0.041666666666666664,0.00496031746031746
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,MidFaceTop,40,0.4,8.4,0.3333333333333333,0.03968253968253968
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,RightFaceTop,0,0.4,8.4,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,Belly,0,0.4,8.4,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,BelowChest,97,0.4,8.4,0.8083333333333333,0.09623015873015872
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,LeftSide,12,0.4,8.4,0.1,0.011904761904761904
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_1,forward,7,2,1,1964,2974,RightSide,1,0.4,8.4,0.008333333333333333,9.92063492063492e-4
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,RightChestBottom,2,0.4,11.12,0.016666666666666666,0.001498800959232614
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,MidChestBottom,2,0.4,11.12,0.016666666666666666,0.001498800959232614
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,LeftChestBottom,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,LeftChestCenter,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,MidChestCenter,9,0.4,11.12,0.075,0.006744604316546763
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,RightChestCenter,28,0.4,11.12,0.23333333333333334,0.020983213429256596
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,LeftChestTop,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,MidChestTop,439,0.4,11.12,3.658333333333333,0.32898681055155876
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,RightChestTop,23,0.4,11.12,0.19166666666666668,0.017236211031175064
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,RightFaceBottom,2,0.4,11.12,0.016666666666666666,0.001498800959232614
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,MidFaceBottom,370,0.4,11.12,3.0833333333333335,0.2772781774580336
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,LeftFaceBottom,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,LeftFaceCenter,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,MidFaceCenter,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,RightFaceCenter,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,LeftFaceTop,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,MidFaceTop,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,RightFaceTop,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,Belly,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,BelowChest,194,0.4,11.12,1.6166666666666667,0.14538369304556356
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,LeftSide,0,0.4,11.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_2,reversed,4,3,1,3199,4541,RightSide,57,0.4,11.12,0.475,0.042715827338129495
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,RightChestBottom,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,MidChestBottom,4,0.4,11.08,0.03333333333333333,0.0030084235860409147
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,LeftChestBottom,46,0.4,11.08,0.38333333333333336,0.03459687123947052
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,LeftChestCenter,171,0.4,11.08,1.425,0.1286101083032491
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,MidChestCenter,37,0.4,11.08,0.30833333333333335,0.02782791817087846
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,RightChestCenter,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,LeftChestTop,2,0.4,11.08,0.016666666666666666,0.0015042117930204573
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,MidChestTop,240,0.4,11.08,2,0.18050541516245489
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,RightChestTop,64,0.4,11.08,0.5333333333333333,0.048134777376654635
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,RightFaceBottom,14,0.4,11.08,0.11666666666666667,0.0105294825511432
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,MidFaceBottom,522,0.4,11.08,4.35,0.3925992779783393
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,LeftFaceBottom,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,LeftFaceCenter,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,MidFaceCenter,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,RightFaceCenter,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,LeftFaceTop,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,MidFaceTop,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,RightFaceTop,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,Belly,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,BelowChest,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,LeftSide,0,0.4,11.08,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_2,reversed,6,4,1,4929,6260,RightSide,3,0.4,11.08,0.025,0.002256317689530686
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,RightSide,4,0.4,7.52,0.03333333333333333,0.004432624113475178
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,LeftSide,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,BelowChest,48,0.4,7.52,0.4,0.053191489361702135
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,Belly,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,RightFaceTop,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,RightFaceCenter,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,RightFaceBottom,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,RightChestTop,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,RightChestCenter,41,0.4,7.52,0.3416666666666667,0.045434397163120574
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,RightChestBottom,3,0.4,7.52,0.025,0.0033244680851063834
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,LeftFaceTop,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,LeftFaceCenter,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,LeftFaceBottom,19,0.4,7.52,0.15833333333333333,0.02105496453900709
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,LeftChestTop,31,0.4,7.52,0.25833333333333336,0.03435283687943263
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,LeftChestCenter,6,0.4,7.52,0.05,0.006648936170212767
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,LeftChestBottom,84,0.4,7.52,0.7,0.09308510638297872
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,MidFaceTop,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,MidFaceCenter,25,0.4,7.52,0.20833333333333334,0.02770390070921986
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,MidFaceBottom,382,0.4,7.52,3.183333333333333,0.4233156028368794
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,MidChestTop,96,0.4,7.52,0.8,0.10638297872340427
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,MidChestCenter,3,0.4,7.52,0.025,0.0033244680851063834
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,ThreeBears_1,reversed,3,6,1,8181,9085,MidChestBottom,0,0.4,7.52,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,RightChestBottom,2,0.4,9.12,0.016666666666666666,0.0018274853801169592
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,MidChestBottom,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,LeftChestBottom,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,LeftChestCenter,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,MidChestCenter,1,0.4,9.12,0.008333333333333333,9.137426900584796e-4
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,RightChestCenter,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,LeftChestTop,27,0.4,9.12,0.225,0.02467105263157895
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,MidChestTop,92,0.4,9.12,0.7666666666666667,0.08406432748538013
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,RightChestTop,3,0.4,9.12,0.025,0.002741228070175439
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,RightFaceBottom,1,0.4,9.12,0.008333333333333333,9.137426900584796e-4
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,MidFaceBottom,389,0.4,9.12,3.2416666666666667,0.3554459064327486
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,LeftFaceBottom,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,LeftFaceCenter,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,MidFaceCenter,73,0.4,9.12,0.6083333333333333,0.066703216374269
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,RightFaceCenter,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,LeftFaceTop,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,MidFaceTop,53,0.4,9.12,0.44166666666666665,0.04842836257309942
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,RightFaceTop,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,Belly,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,BelowChest,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,LeftSide,0,0.4,9.12,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,KingMidas_1,reversed,5,7,1,9588,10685,RightSide,99,0.4,9.12,0.825,0.09046052631578948
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,RightChestBottom,19,0.4,7.72,0.15833333333333333,0.020509499136442143
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,MidChestBottom,19,0.4,7.72,0.15833333333333333,0.020509499136442143
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,LeftChestBottom,0,0.4,7.72,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,LeftChestCenter,37,0.4,7.72,0.30833333333333335,0.039939550949913645
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,MidChestCenter,38,0.4,7.72,0.31666666666666665,0.041018998272884286
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,RightChestCenter,7,0.4,7.72,0.058333333333333334,0.0075561312607944735
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,LeftChestTop,9,0.4,7.72,0.075,0.009715025906735751
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,MidChestTop,277,0.4,7.72,2.308333333333333,0.299006908462867
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,RightChestTop,50,0.4,7.72,0.4166666666666667,0.05397236614853196
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,RightFaceBottom,25,0.4,7.72,0.20833333333333334,0.02698618307426598
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,MidFaceBottom,202,0.4,7.72,1.6833333333333333,0.2180483592400691
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,LeftFaceBottom,24,0.4,7.72,0.2,0.02590673575129534
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,LeftFaceCenter,0,0.4,7.72,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,MidFaceCenter,3,0.4,7.72,0.025,0.0032383419689119173
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,RightFaceCenter,0,0.4,7.72,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,LeftFaceTop,0,0.4,7.72,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,MidFaceTop,0,0.4,7.72,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,RightFaceTop,0,0.4,7.72,0,0
AB11M120_5m_Excellent,AB11Mi20_5M_10D,GoodData,1,Female,english,RedRiding_2,forward,8,8,1,11925,12857,Belly,0,0.4,7.72,0,0
